63,"Magnetic energy pulses from a milky complex of spheres and rods, visible as red pulses of light that create such intense reactions that the tiny bits of iron in a creature's blood become magnetized, repelling one another in a way that risks causing the creature to detonate. On a failed Might defense task, an affected creature descends one step on the damage track and takes 10 points of Speed damage (ignores Armor)."
65,The surrounding area is oddly quiet as sound is stripped away and stored in a silvery device thick with metallic prongs. A malfunction in the device sometimes releases the stored energy in sonic crescendos of white noise that can deafen nearby creatures.
67,"As 65-66; in addition, the sound energy reacts to one or more nearby cyphers, which might cause them to activate, or could reprogram them to take on a different function than previously determined."
69,"Psychic energy leaks from exposed conduits, inciting discord among creatures in the area, potentially causing armed conflict among those who fail an Intellect defense task."
71,"Psychic energy leaks from exposed conduits, inducing feelings of contentment and joy among creatures in the area, potentially making those who fail an Intellect defense task so satisfied that they slump down and refuse to continue their exploration."
73,"Psychic energy leaks from exposed conduits, inducing feelings of fear among creatures in the area, potentially making those who fail an Intellect defense task so terrified that they freeze in horror."
75,"Psychic energy leaks from exposed conduits, inducing feelings of trust among creatures in the area, potentially making those who fail an Intellect defense task so credulous that they are not ready to defend themselves from actual threats."
77,"Psychic energy leaks from exposed conduits, inducing feelings of trust among creatures in the area, potentially making those who fail an Intellect defense task so credulous that they are not ready to defend themselves from actual threats; however, the leaking trust causes creatures* in the area that would normally be aggressive to welcome explorers as long-lost allies and friends."
79,"Clear synth module filled with thousands of tiny flashing entities, normally too small to be seen by the naked eye, in a saline gel. The module is cracked, and the gel has spread into one or more nearby areas. Contact with the gel (and the tiny creatures in it) causes electrical damage to exposed flesh, but might repower used cyphers."
81,"Clear synth module filled with thousands of tiny flashing entities, normally too small to be seen by the naked eye, in a saline gel. The module is cracked, and the gel has spread into one or more nearby areas. Contact with the gel (and the tiny creatures in it) causes electrical damage to exposed flesh, but might repower used cyphers, but instead of emitting light, the entities absorb light and energy, creating a reverse sparkle in the leaking gel. Contact with the gel drains Might (ignores Armor) and could also drain a cypher, rendering it useless."
83,"Concentrated ion leaks from a crystalline and synth device, causing a howling, moaning sound to reverberate through nearby areas, along with a slight breeze. A fierce wind emanating from the device at its source makes it difficult to approach directly."
85,"Concentrated ion leaks from a crystalline and synth device, causing a howling, moaning sound to reverberate through nearby areas, along with a slight breeze. A fierce wind emanating from the device at its source makes it difficult to approach directly; however, a few successful Intellect tasks could allow someone to find the leak and turn it off. But a mistake causes the entire chamber to be launched from the structure like a rocket, which could be lethal if navigation systems or other means of steering can't be found before the chamber crashes back to earth."
87,"Psychic energy leaks from exposed conduits, inducing feelings of agony among creatures in the area, potentially making those who fail a Might defense task fall into writhing heaps."
89,"Psychic energy leaks from exposed conduits, inducing feelings of ecstasy among creatures in the area, potentially making those who fail a Might defense task fall into trembling heaps."
91,"Transdimensional energy swirls and flows through the area, sometimes condensing into objects that were not there earlier, or causing equipment of creatures in the area to randomly disappear."
93,"Temporal energy swirls and flows through the area, which has a chance to transport creatures who enter the area to the location of their birth."
95,"A device spits sonic energy through the area, which sometimes triggers changes through rapid nanite construction in flesh. Creatures that fail a Might task are replaced with silent versions of themselves called whispers over the next 10 + 1d6 hours."
97,Haze of brownish gas escapes from reservoir; the gas is a “flavored ion” that induces the sense of eating a very satisfying sugary treat in creatures that come into contact with it.
99,"Massive cracked canister has leaked electric algae, which crusts all surfaces in the area and has advanced into some of the areas beyond. The growth has achieved sentience and can telepathically speak with those who are sensitive enough to hear it. The algae can electrify itself to gather fertilizer in the form of living creatures, or to defend itself from grazing."
