55,"Spatial flaw, held in place by tech in chamber, closes if machine is deactivated, but flaw begins to expand if machine is deactivated, risking sucking nearby objects and creatures into it"
56,"Walls of chamber striped with material that absorbs light and warmth, making area impossible to illuminate or heat"
57,"Walls of chamber striped with material that absorbs light and warmth, making area impossible to illuminate or heat, but material absorbs sound and vibration"
58,"Walls of chamber striped with material that absorbs light and warmth, making area impossible to illuminate or heat, but material absorbs emotion, making it impossible to feel happy, sad, curious, scared, or other motivating emotion"
59,"Area shakes, shifts, sometimes rotates"
60,"Area randomly spins rapidly, ejecting contents"
61,"Skull of dead human explorer has metallic insects for teeth, which attack investigators"
62,"Device attempts to operate on living creatures; it can heal hurts great and small, but often malfunctions"
63,"Device attempts to operate on living creatures; it can heal hurts great and small, but often malfunctions, but device replaces a limb of a living creature with a long, pointed cone of red metal"
64,"Device attempts to operate on living creatures; it can heal hurts great and small, but often malfunctions, but device replaces one eye with blank metal orb that doesn’t initially seem functional"
65,"Device attempts to operate on living creatures; it can heal hurts great and small, but often malfunctions, but device replaces mouth with input socket that can only take nutritional paste or similar"
66,"Device attempts to operate on living creatures; it can heal hurts great and small, but often malfunctions, but device adds vestigial winglike projections to back that do not initially seem functional"
67,"Device close to malfunction; failed Intellect task causes device and chamber to disappear, causing a new rupture in the larger structure"
68,Green metallic boxes hum and spit sparks
69,"Green metallic boxes hum and spit sparks, but red boxes induce malfunction in nearby active devices and tech"
70,"Green metallic boxes hum and spit sparks, but blue boxes add +1 to level of all nearby active devices and tech"
71,"Green metallic boxes hum and spit sparks, but clear boxes allow nearby creatures to stare into parallel dimensions, which can be confusing when scenes overlay the base reality"
72,"Thick blue disc emits a variety of intense, moody, and sometimes overwhelming sounds that can be pleasant or evocative, but which eventually draw other creatures*"
73,"Silver spheres on device seem like simple metallic orbs, but have an allure via telepathic induction that is difficult to ignore"
74,"Silver spheres on device seem like simple metallic orbs, but have an allure via telepathic induction that is difficult to ignore, but character must resist having one memory telepathically edited out"
75,"Silver spheres on device seem like simple metallic orbs, but have an allure via telepathic induction that is difficult to ignore, but character gains an affection for a kind of food, activity, or entertainment that previously never appealed"
76,Milk-colored solid floating in transparent tube impossibly has nineteen equally matched sides and eight angles
77,Wall mirror reflects images upside down
78,Wall mirror reflects characters as silhouettes
79,Wall mirror reflects unfamiliar faces back
80,Wall “mirror” is actually glass pane behind which complex automatons try to exactly mimic what happens in front of the pane
81,"Wall mirror births automatons that look like creatures pictured in it minutes earlier, but they have a lifespan of only hours"
82,Platform causes extreme pain to creatures on it
83,"Platform causes extreme pain to creatures on it, but pain persists for a few hours, and one character begins to transform, becoming externally similar to a creature*"
84,"Platform causes extreme pain to creatures on it, but platform provides pleasure/relief from malaise"
85,"Platform causes extreme pain to creatures on it, but platform provides perfect recollection of past"
86,"Platform causes extreme pain to creatures on it, but platform makes creatures voraciously hungry"
87,"Platform causes extreme pain to creatures on it, but platform makes creatures crave and enjoy pain"
88,Device fashions odd but somehow alluring synth bracelets that could be used as jewelry
89,"Device fashions odd but somehow alluring synth bracelets that could be used as jewelry, but jewelry hovers around wearer"
90,"Device fashions odd but somehow alluring synth bracelets that could be used as jewelry, but jewelry begins to fuse to wearer's flesh"
91,Synth nests hold insect-like automatons that act as a single intelligence that knows a little of nearby areas
92,"Synth nests hold insect-like automatons that act as a single intelligence that knows a little of nearby areas, but intelligence guards nearby areas"
93,"Synth nests hold insect-like automatons that act as a single intelligence that knows a little of nearby areas, but intelligence secretly tries to take control of and “infest” one character with nests"
94,"White fire “burns” here, but isn't hot; objects and creatures that enter area begin to flame, but do not burn"
95,"White fire “burns” here, but isn't hot; objects and creatures that enter area begin to flame, but do not burn, but a flaming object or creature that leaves the area suddenly ignites normally (and potentially lethally)"
96,"Circular synth conduits run through the area, conveying pale liquids to other areas"
97,"Circular synth conduits run through the area, conveying pale liquids to other areas, but a conduit leak pools pale liquid here that has 100 times the surface tension of normal water"
98,"Anyone passing through the area suddenly accelerates to 10 times their starting pace, potentially turning creatures and objects into dangerous projectiles"
99,Ceiling dome sparkles with random glows and hums
100,"Ceiling dome sparkles with random glows and hums, but dome instills extreme paranoia in creatures who stare into it"
